clean_text,sentimen
Mau daftar aja gak bisa terus  seperti a apk ini blom siap di gunakan tp udah di pajang    buat kecewa orang aja ,positif
Padahal udah ikutin prosedur pendaftaran tapi kok gak bisa terus atau tidak tersedia ,negatif
Sebenere aplikasi ini bgus dan membantu untuk membuat rekning online tp knp waktu cetak ATM ttp antri fungsi buat online buat ap ya,positif
Kode area negara indonesia gk ada kenapa ya,negatif
Mantap tampilan Keren Fitur lengkap ,positif
Oke,positif
MyBCA  saran untuk MyBCA Kalau bisa tolong untuk verifikasi wajah jangan kamera depan saja tapi bisa di ganti kamera belakang juga  karena kalau kamera depan rusak buram bisa berpindah ke kamera belakang  jadi tidak mempersulit verifikasi wajah  untuk login awal masuk di MyBCA  Sukses selalu MyBCA,negatif
Sangat disayangkan app myBCA  saya mencoba masuk tapi tidak bisa masuk sama sekali  setiap kali masuk selalu tidak bisa dan di coba lagi pun tidak bisa  selalu muncul tulisan  UPS terjadi kesalahan  dan tidak bisa keluar dari tampilan itu,negatif
Fitur lengkap,positif
smpai skrg mybca ga bisa digunakan alasan dlam pemeliharan sistem,negatif
Mantap,positif
Tingkat kan terus makin mantap,negatif
Tidak bisa melakukan pengajuan paylater  selalu error ketika akan verifikasi  mengecewakan   Mohon aplikasinya bisa di akses dengan mudah utk semua fiturnya,negatif
COSTUMER CARE SERVICENYA GAK RAMAH MASANG MUKA CEMBERUT TERUS  SAYA UDAH INPUT DATA SESUAI MALAH DIBILANG GAK SESUAI  LAGI VIDEO CALL SAMA CS MALAH LANGSUNG DIPUTUS SAMA CSNYA,positif
Terima kasih bca,negatif
Min tolong bila mintein kabarin terlebih dahulu ya,positif
Oke,positif
aplikasinya ribet kode otp susah auto delet ini aplikasi aneh terlalu ribet mending ke yang lain bangke,negatif
Puas,negatif
Great,positif
Apa apaan ini  sy tf ke mybca ga masuk masuk  pdhl udah ada notifny tpi saldo ttp nol  parahsih,negatif
Bca is the best,positif
Saya tidak bisa login dan memasukan nomer sim handphone untuk mendapatkan OTP dan tidak bisa memilih kode negara indonesia tidak ada di pilihan   Tolong perbaiki bug ini   Tidak bisa memilih kode negara indonesia  tidak ada pilihan kode negara indonesia ,negatif
Ini kenapa yak bca Saya pake Qris tapi saldonya ga masuk ,negatif
Sangat bagus,positif
Top markotop,positif
Saya sangat heran ketika saya masuk akun aplikasi my BCA di hp baru saya kok tidak ada nomor kode negara indonesia saja yg tidak ada  apakah my BCA tidak menganggap adanya negara indonesia,positif
id saya terblokir saya tidak bisa masuk ke akun my bca,negatif
Aplikasi semakin membaik  semoga terus baik dan ditunggu segala inovasi yg diberikan  Opsi penambahan rekap kategori otomatis cash masuk misalnya  ,positif
APLIKASI GAJELAS  BIKIN ATM ONLINE BERKALI2 TROUBLE SINYAL PADAHAL JELAS2 PAKE WIFI BUAT BUKA APK LAIN JUGA LANCAR2 AJA  GILIRAN BUAT DAFTAR DIBILANG GADA SUARA SINYAL JELEK BLABLABLA,negatif
Blm pernah dapat transferan,negatif
mantab,positif
Ok,positif
Terlalu sering pembaruan  Dan masuknya selalu mengisi data ,positif
Baik dalam penggunaan nya  terjangkau bila internet kuat,positif
BCA Parah sering ada potongan tiap bulan buat admin sekarang saldo hilang mendadak alesannya karna saldo kurang tiap Minggu padahal selalu saya sisahkan saldo 20rb TLP CS hilang lagi pulsa sangat dirugikan gw sebagai nasabah blom selesai ngomong makin ngak jelas BCA mentang2 perusahaan besar lupa sama yg kecil kalah sama bank baru mending download Neobank untungnya lebih banyak cepet2 dah di BCA parah ada udang dibalik batu korupsi kecil2an RP100 30rbx10rb nasabah perbulan coba selidikin tuh ,positif
Sangat cocok,positif
Buat transaksi lancar dan cepat,positif
Aneh  katanya isi saldo pertama buat biaya admin giliran di isi lgi masih biaya admin,positif
Sangat membantu,positif
Bedanya sama BCA Mobile apa  ,negatif
My BCA ini aneh ya padahal nomor ku udah ku isi pulsa 25 ribu buat buka blokir proses awal lancar eh pas suruh reset password kode otp GK masuk malah muncul tulisan nomor handphone tidak dapat digunakan terus suruh telpon lagi uang ku 30  ilang gara gara cuma mau buka blokir mending sebelah aja lebih gampang di akses plus customer service nya juga paham dalam permasalahan customer nya tolong banget BCA udah bagus loh fitur nya masak harus kacau karena masalah kayak gini  ,positif
Oke,positif
Sangat disayangkan sekali sekelas bca ini kenapa sulit bgt buat masuk ke apps nya  dan ketika pass saya ke blokir knp susah sekali buat dpt kode otp nya  Padahal saya sudah tlp halo bca   ikuti arahan nya nomor saya sudah terisi pulsa   ketika saya sudah berhasil login kembali malah tetep gabisa masuk  Niat saya upgrade buat nempermudah dengan fitur yg ada tapi malah dibikin jengkel,negatif
Gimana sih udah daftar udah beres bikin akun disuruh login udah login malah suruh daftar lagi ngisi data lagi gitu aja terus  gimana sih ini  Males bgt apk,negatif
Bagaimana ya,negatif
Oke,positif
kenapa saldo di rek bca jadi sering hilang sendiri ,negatif
tiap di isi saldo kepotong terus  udh mh potongan nya gede lagi haduh,positif
Baguss,positif
Aplikasi RIBET penuh dengan birokrasi sistem yang KOLOT dan ketinggalan jaman   Bikin ID aja dibikin sulit  mending ga usah dibuat ini aplikasi kalau mau digunakan aja SULIT,negatif
tambah nomor luar negri untuk terima otp aja bapuk bgt,negatif
Sudah 3 hari uang saya tidak masuk ke rekening,negatif
Mau login ajah di persulit  giliran chatt cs nya ga dapet solusi  di tlfn ga bisa kacau,negatif
pehh ah salah sandi doang malah di ban gmna ini  d telpon malah ga bisa,negatif
Sangat bagus,positif
Bagus,positif
Verifikasi muka gagal mulu  padahal sudah ditempat terang,positif
PRESIDEN BARU KITA BPK PRABOWO SUBIANTO PUNYA MOTTO  JANGAN MENYUSAHKAN RAKYAT  KALAU SUDAH BICARA MENYANGKUT RAKYAT DIA PASTI BERAPI API MEMBELANYA  SEMOGA BANK BCA SELALU AMANAH  MEMBANGUN BERSAMA RAKYAT DAN MENDUKUNG JALANNYA PEMERINTAHAN BPK PEABOWO SUBIANTO   MERDEKA  ,positif
Versi 1 28 1 Jelek   Gak bisa aktifin pengaturan Aksebilitas perangkat   kalo diaktifin aksebilitas perangkat akan membuat aplikasi MyBca jadi keluar sendiri,negatif
Sekarang daftar e bulet,negatif
Bsgus ,negatif
Kenapa msh blm BS d gunakan aplikasinya  Sampai Kpn aplikasi msh d perbarui  lelet amat sih,negatif
Kecewa baru regist langsung gabisa verif muka,negatif
Sangat puas,positif
Recommended banget,negatif
Ini aplikasi bolak balik gak bisa dibuka  karena ada pengaturan yang harus dinonaktifkan  udah diikutin step by stepnya tetep gak bisa juga  Eh besoknya bisa dibuka  dan besoknya lagi gak bisa dibuka  Apasih ini,negatif
mau buka pin di blokir masih ribet arahannya jadi males mau pake kalau seperti ini,negatif
sebenarnya enak tapi sekarang sering eror,positif
Termasuk aplikasi e banking yang lumayan sih  walaupun bukan yang terbaik,positif
Kenapa pay later saya ada kendala terus mohon bantuannya cs,negatif
Sangat membantu,positif
Bca lol saldo mengendap mulu,positif
Bagus,positif
Apa untung nya menabungitu,negatif
Saldo ny ko rp 0 aja ya pdahal saya udah melakukan transaksi  ,negatif
Good,positif
Lebih bagus dan informatif,positif
Bug di my bca gak bisa masukin kata sandi,negatif
Pengiriman kode otp lama sekali  jadi berkali2 ga bisa masuk  pdhal keburu butuh  ga niat buat aplikasi,positif
tiba  log out sendiri  setelah mau login malah tidak keluar code negara indonesia,negatif
Jelas perlu banyak pengembangan dibanding aplikasi mobile banking lain  mohon segera diupdate sesuai dengan keluhan pengguna yang lain Edit   Semakin baik app nya  terimakasih,positif
Good,positif
Mudah,positif
saldo saya terkahir 47k ko tiba tiba tinggal 7k ya  kalau emang kena potongan admin pasti gabakalan sampe 40k tolong dong ini gimana konsepnya Saya sudah memakai rekening sejak 3 bulan yang lalu  dan saya sudah didebet pada 3 bulan yang lalu saat saya baru membuka rekening  masa sekarang saya didebet lagi  apalagi ini saldo terpotong tanpa ada jejak history nya,negatif
OTP berlaku 90 detik  tapi pesan berisi OTP masuk setelah 2 menit nunggu  Payah,negatif
Mantap,positif
Ok,positif
Bagus,positif
Bagus ,positif
Disuruh mematikan aksesbilitas  ngaruhnya apa coba ke bank atau akun  bikin repot saja,negatif
Sudah 2x saya transaksi qris dan tbtb saldo terpotong namun transaksi dalam proses dan saldo di kembalikan setelah 1 bulan astaga bener bener aneh perusahaan sekaliber ini tapi masih ada gangguan seperti ini,negatif
Sudah beberapa kali sering terblokir dengan sendirinya  mesti harus telp cs buat aktivasi lagi,negatif
Sangat membantu sekali  Baik bagus juga,positif
Baru coba ajukan payleter langsung ditolak mantep  ,positif
Saya daftar berkali kali sampai ke proses memasukan kode OTP dan berhasil  Tapi selalu kembali ke halaman utama dan ketika login kembali masuk ke halaman memasukan nomor aktif  Seperti itu terus berulang ulang  Tolong diperbaiki hal seperti ini ,positif
Dancok saya kok kehilangan saldo 40rb ya  Di mutasi gak tertera saya gak tf apa2 kok bisa berkurang apa2 an ini ,negatif
Baru juga bikin   mau login susah   otp ga muncul2 padahal no hp ada pulsanya,negatif
Di telpon operator gak jawab2,negatif
Maaf saya kasih bintang 3 karena sebelum aplikasi di update tidak ada masalah tapi setelah update  aksesbilitas yang aktif tidak bisa buka aplikasi,negatif
Ko ga bisa msuk ya,negatif
Baru ini ngalamin saldo ilang tanpa jejak padahal sisa saldo ada 42k tiba jd 2k di mutasi pun gk ada terakhircma penarikan 100k  Jadi ngeri bisa ilang tiba ,positif
Setelah update tidak bisa di gunakan  Menu aksesibilitas sudah di non aktifkan tetap saja aplikasi tidak bisa di buka,negatif
Knpa ga bs bikin pass id nya  Udh di ulang2 ttp ga bs gmn,negatif
Situ yang eror kenapa saya yang di potong saldo,negatif
Bagus,positif
Sebelum update tidak ada disuruh mematikan aksebilitas  sekarang gabisa dibuka sama sekali,negatif
Buat daftar susahnya kayak mau utang duit,negatif
Ribet Otp 2 minggu ga dateng2 pulsa banyak  dari bank lain login2 aja,negatif
kok malah nggak bisa dibuka ya ,negatif
Udah 1 bulan voucher bonus daftar my BCA belum di email2  Penipuan doang  Cupu,negatif
Bca is the best tdk ada duanya,positif
Eror Aplikasi keluar sendiri terus,negatif
Ok,positif
Terkadang bisa terkadang bagus,positif
Hanya sekedar hiburan tabungan gak ada saldonya wek wekwek,negatif
Kebanyakan OTP  ngabisin pulsa,positif
Aplikasi mudah buka rekening BCA gak ribet gak perlu susah susah Datang ke Kantor BCA cukup dgn aplikasi myBCA sdh punya rekening  Mantab ,positif
Mau login susah amat kode otp gak masuk masuk pulsa udah ada juga  jingan,negatif
setelah di update apk gk bisa dipakai lagi harus melakukan pengaturan ulang lagi,negatif
Tolong solusinya kode otp login ga pernah bisa muncul padahal sudah mengikuti semua langkah yang disarankan pihak bca  tidak membantu  saya sudah konfirmasi ke pihak layanan nomor seluler sampai ke service center device saya sudah dicek semuanya aman tapi kenapa cuma bca saja yang bermasalah sedangkan aplikasi lain normal normal saja,positif
Aplikasi my BCA ku hapus karena my BCA sering eror  lelet  gak jelas  Terimakasih,negatif
Puluhan tahun pelayanan terus dinamis BCA keren,positif
Sudah sekian lama bertahun tahun paylater bca gak ada perkembangan di aktifkan   Walaupun nasabah pengajuan pinjaman  pembayaran autodebit otomatis lebih praktis,positif
Aplikasinya udh bagus   cuma minusnya terlalu sering update aplikasi,positif
Pay leter susah di ACC  dalan sy butuh sangat mendesak,negatif
Aplikasi tolol otp dikirim tidak valid terus sekarang malah jadi terblokir akun sayanya,negatif
Mita update mulu   Tapi ga dibenerin sintem nya   Susah buat transaksi   Sinyal udah bagus tapi tetep aja lemot  ,positif
Jelek banget   Ada kata2 ini terus setiap mau tranfers   Opps terjadi kesalahan     Parah banget nih aplikasi my bca,negatif
Sayang belum bisa di verivikasi,negatif
update mulu cape knp dahh,negatif
Data sudah benar katanya blum lengkap,negatif
Ok,positif
ga jeles tiba  keluar sendiri  pas mau masuk otp ga di kirim   niat bikin ga sii  uang itu kan dibutuhkan tiap hari  gimana saya mau pembayaran,positif
Bagus,positif
Aplikasi yang sangat bagus untuk transaksi dan transfer ke bank mana pun dan kapan saja tetep STAN bay   semoga ke depannya lebih baik lagi,positif
Sudah tidak nyaman pakai BCA aplikasi sering eror  pelayanan tidak baik  Lebih baik pindah ke bank lain  Masih bnyak Bank di indonesia,positif
Kenapa saya tidak bisa download bca mobil Kak,negatif
Sangat membantu,positif
Saya abis riset hp dan pengen mencoba login kembali dengan nomor yang sama dan nomor nya masih aktif tapi knpa gak dapet kode otp nya  Pulsa banyak SIM card juga saya taro dimna semestinya  Tapi knpa ttp ga bisa masuk ke nomor saya otp nya   Tolong dong kpd provider atau customer servicenya di perbaiki  Terima kasih,negatif
Keren,negatif
Baik bisa digunakan dalam banyak hal,positif
good,positif
Kagak bisa scan qris padahal dibank lain lancar aja,positif
bagus dan lancar,positif
kode aktivasi salah terus menerus sampai 6x sudah saya lapor di email tapi belum tau tuh nyampe apa tidak,negatif
Daftar nya semudah itu ,positif
aplikasi tolol gak bisa dipke,negatif
Kenapa  sudah isi saldonya  Tapi di aplikasi nya tetap nol ,positif
udah cape2 daftar online   pas video call perifikasi data ditolak  malah nyuruh dateng ke kantor cabang buat perifikasi ulang  masalahbya gua udh pernah dtg bawa duit mau nabung malah ditolak dengan alasan tanda tangan beda dikit ujungnya   gua mau nabung ya bukan mau minjem duit  ,negatif
Tadi nya oke oke aja  Aplikasi nyaman  Begitu ada lupa transaksi di bulan  sebelumnya baru ketauan kelemahan aplikasi nya  Tolong minimal history 6 bulan dong  Ini cuma 30 hari doang gimana mau cek nya  Hadehh,positif
Bagus bngt untuk yg buat rekening baru sekali daftar langsung jadi tanpa ribet,positif
Sangat membanti Mudah digunakan,positif
sangat baik ,positif
Sangat bagus,positif
Sangat bagus  Dan membantu,positif
Goodlah,negatif
Sebaiknya OTP dikirim melalui nomor WA saja jangan SMS karena selalu lambat bahkan tidak terkirim karena pulsanya dipakai untuk paket data  Jika perlu setiap masuk myBCA cukup pakai password atau pin saja ketika ada transaksi baru pakai OTP  Kalau ada cara yang mudah kenapa dibikin susah  Tolong perbaiki di versi updatetannya nanti   Tq ,positif
mantap,negatif
Apk tidak berguna masa kode OTP KAGA KE KIRIM KIRIM UDAH ADA PULSA NYA 25K TETEP AJA KAGA BISA EMANG JELEK INI APK,negatif
knpa ngga ada  62 kode indonesia nya mau masuk ke aplikasinya tapi ngga diizinin ada negara indonesia nya harus gimana,negatif
bgus,positif
Udah bikin kenapa tidak bisaa msuk akes susah tlong,negatif
Erorr suruh verifikasi kartu atm lg pdhl udah buat,negatif
Good,positif
Sayq tdk tahu mengapa tidak bisa membuka app myBCA  Padahal sblmnya begitu dg mudah dan nyaman bertransaksi d sini   ,positif
Kenapa masukin pin mobile banking cuma bisa nomor doang  padahal pin nya ada huruf nya,negatif
Mau masuk mau daftar susah bnget malah balik lagi balik lagi  sampe keblokir  atam juga ke blok dri pertama buat sampe skrng padahal pin SMA semuah   mau buat aja di persulit begini sampe ke blokir  buat apa ada app klo ujung2nya ke cabang juga  ,negatif
Mantap aplikasi mybca  komplit menunya,positif
Udah 4 hari ngk bisa aktifasi transfer no kartu sudah benar dam m pin bca sudah bener tetep ngk bisa konsultasi k cs tdk ada jawaban,negatif
Excellent,positif
Terimakasih my bca  semoga kemudahan bisa didapatkan dari aplikasi ini,negatif
Ok,positif
Rawan Terblokir nih Butuh Pulsa kalau mau login busyet dah jadi malas saya mending uninstall,positif
Ini setelah update kok malah tidak bisa dibuka  notifnya harus non aktifkan di aksibilitasnya  Lah setelah di non aktifkan kok malah hp sy yg malfungsi  launchernya tidak bisa ,negatif
Aplikasi keren,positif
APLIKASI BEGO  di UPDATE MALAH TIDAK BISA DIAKSES DENGAN ALESAN  NONAKTIFKAN AKSESIBILITAS  PADAHAL SAAYA TIDAK MENGAKTIFKAN AKSESIBILITAS  TOLONG DIPERBAIKI,negatif
Bca memang sangat mudah di gunakan dn sangt lancar dalam setiap transksi ,positif
Ok,positif
Nice,positif
Good app  fitur lebih lengkap dan menarik,positif
Sangatlah mudah untuk melakukan aktivitas dimy BCA ,positif
Untuk login kembali ke my bca kenapa di persulit kode otp gak masuk sinyal aman pake jaringan data seluler sesuai dengan no yg di daftarkan ,negatif
Verifikasi wajah gagal mulu,negatif
Lebih mudah dan praktis ga ribet,positif
Dalam 1 bulan update 4 kali  mana ndak ada info fitur apa yang ditambah lagi,negatif
Sulit dan ribet,negatif
Fitur Aksebilitas sudah off tetep gak bisa masuk ke aplikasi,negatif
kenapa gk bisa di instal trus,negatif
sangat membantu,positif
Sangat mudah dan di perlukan dengan cepat baik tarik dan setor tunai,positif
Tolong  saya tidak bisa reset password  Setiap mau reset  aplikasi keluar sendiri ,negatif
Aplikasi ampas gangguan terus   Perusahaan gede tapi bikin apk ke titid,negatif
aplikasi sekelas bca sangat susah sekali mendapatkan otp kode nya saat login udah di coba berulang kali  ini gimana ya solusinya kalo seperti ini ngapain bikin aplikasi baru kalo belum siap masih mending bca mobile aja perbaiki dan perbagus kualitas nya bukannya malah bikin aplikasi baru  bukannya mempermudah malah merepotkan bukannya bagus satu aplikasi tapi banyak kegunaan dari pada bikin aplikasi baru malah merepotkan,positif
